,Cluster,Chromosome,Start,End,Strand,Description,R30,S30,L30,F30,R45,S45,L45,F45,R85,S85,L85,10DPA,20DPA,IMG,MG,Br,Br3,Br7,Br10,Br15
Solyc00g013140.2,5.0,SL3.0ch00,9737392,9737602,-,NADH-ubiquinone oxidoreductase chain 5 (AHRD V3.3 *** NU5M_WHEAT)               ,0.8863986136211608,-0.49722038077897096,-0.7023166124928936,1.350828669793901,3.120706049443037,-0.6893083549864452,-0.4401318555785552,1.467632816846708,-0.16422650181404516,0.5346981499852842,0.05963011352894672,-0.8568469045944691,-0.306458520789415,-0.7051208132368798,-0.9709473792168023,-0.601599021883715,0.24357604830725818,-0.6955454539711298,-0.33847848447581846,-0.6952701777071595
Solyc00g013150.1,5.0,SL3.0ch00,9738649,9738942,+,LOW QUALITY:U-box domain-containing protein kinase family protein (AHRD V3.3 --* AT5G61550.4)            ,0.49876306588158725,-0.28500338487136423,-0.4069954683245512,1.1690426671270524,3.5640684664518303,-0.6862790393796434,-0.4069800830312478,1.1005674788572761,-0.011171762234183705,0.17566221174457897,-0.24894060638716592,-0.5860692471766955,-0.34159021543784535,-0.8507901224949188,-0.7341365979807759,-0.20297883674039305,0.3892960477198214,-0.8900819599895455,-0.5538713911959318,-0.6925112225378857
Solyc00g014830.3,5.0,SL3.0ch00,10125507,10125614,-,NADH dehydrogenase subunit 7 (AHRD V3.3 *** A0A0C5B9X5_9SOLA)               ,0.4397659919504529,0.1625756756845319,-0.1606817579031541,1.438592436639093,2.9393476308152664,-0.5750260111189803,-0.7676054314028248,1.9089747605607834,-0.3524580706728748,0.6613740298628726,-0.17601102943807118,-0.8241412293483781,-0.6245042938736586,-0.7287334809361246,-0.9906300803475858,-0.3394788757302155,-0.2179541210595557,-0.5910991387483776,-0.4116411211899609,-0.7906658837432408
Solyc00g014840.1,5.0,SL3.0ch00,10125787,10126128,+,LOW QUALITY:Basic-leucine zipper (bZIP) transcription factor family protein (AHRD V3.3 --* AT2G31370.7)           ,0.46449437861496745,0.18996130706797498,-0.42195635260812864,2.8309751686121727,1.746487713169278,-0.8006779107044742,-0.7134151213780262,1.91049598992245,-0.4689492382918168,0.2085535218011618,-0.2811911103395618,-0.7580667880336988,-0.5631797212042232,-0.6776980240621397,-0.708376047626293,-0.47500289207721696,0.3411746115596967,-0.6735593952359079,-0.4122367397007943,-0.7378333494854192
Solyc00g015733.1,8.0,SL3.0ch00,10285788,10286072,+,Aldo/keto reductase family protein (AHRD V3.3 *** D7LKP7_ARALL)               ,-0.22941573387056183,-0.22941573387056183,4.358898943540675,-0.22941573387056183,-0.22941573387056183,-0.22941573387056183,-0.22941573387056183,-0.22941573387056183,-0.22941573387056183,-0.22941573387056183,-0.22941573387056183,-0.22941573387056183,-0.22941573387056183,-0.22941573387056183,-0.22941573387056183,-0.22941573387056183,-0.22941573387056183,-0.22941573387056183,-0.22941573387056183,-0.22941573387056183
Solyc00g019730.2,9.0,SL3.0ch00,10828879,10829313,-,Cytochrome c oxidase subunit 3 (AHRD V3.3 *** COX3_HELAN)              ,0.5475694877692497,0.08801636646546647,-0.6625317229025338,3.4482155876571134,0.7313969121180237,-0.5142678561265855,-0.5125611833298199,1.838538539417569,-0.7647200562987257,0.13857849096547534,-0.6266851096166774,-0.6416581502523068,-0.06218730825498733,-0.39152945736603045,-0.6625070198405216,-0.5292821712558015,-0.12892787968153546,-0.5968304299836519,-0.44774930346987163,-0.2508777360138477
Solyc00g019740.1,9.0,SL3.0ch00,10829945,10830415,-,ATPase subunit 8 (AHRD V3.3 *** A0A0K1ZF72_SOLCA)                ,0.5675578701254015,0.4752388601357867,-0.7017430856159073,3.4253160952558828,0.628167784514118,-0.6158351457524458,-0.6500983204505135,1.6236389228456498,-0.6142996397245651,-0.10814373193705412,-0.7190039618289157,-0.7569206358403113,0.3989847942058154,-0.4227901129360919,-0.6830942179755544,-0.6371856070905046,0.19853587955131466,-0.52129583981949,-0.446549588468355,-0.44048031919426156
Solyc00g019750.1,9.0,SL3.0ch00,10831540,10831749,-,"LOW QUALITY:transmembrane ""protein,"" putative (DUF247) (AHRD V3.3 --* AT2G28580.6)              ",0.3846157410423027,0.29908847124181653,-0.6276219799802146,3.466453134605271,0.5161189976957459,-0.3625061786762908,-0.6640892378230819,1.919174689142359,-0.5890121633915882,-0.3888618837953237,-0.6028468050438496,-0.6678695591408702,-0.10220603381974594,-0.29990917472231726,-0.5388619603546327,-0.540252573800797,0.2692544504747165,-0.6650164455442934,-0.3824169795590565,-0.42323450855015055
Solyc00g020010.1,4.0,SL3.0ch00,10853117,10853344,-,LOW QUALITY:Kinesin-like calmodulin-binding protein (AHRD V3.3 --* A0A199VU23_ANACO)               ,2.007928884660862,-0.7620137267381397,-0.028591386406462554,-0.04054711859704805,3.248327670666553,-0.4676128094920812,-0.6938987438237614,-0.5263899672605942,0.9503944174577876,0.027245233576248102,0.6351049922088745,-0.008530870816461466,-0.790785243056689,-0.542757322735367,-0.2739146394171714,-0.44581443054963704,-0.6384492794289862,-0.7108744850243001,-0.49621297855559016,-0.44260819666803697
Solyc00g020020.2,4.0,SL3.0ch00,10854313,10854797,+,LOW QUALITY:DEAD-box ATP-dependent RNA helicase 49 (AHRD V3.3 --* RH49_ARATH)             ,1.6657731427920952,-0.9575078320716939,-0.13502979900522757,-0.1026560380229528,2.4331332899391076,-0.9696043610636266,-0.3509556353350986,-0.023861876943934646,1.8101416730892494,-0.33065207394610185,1.3078442595360182,0.09577927033821719,-0.9297168285610535,-0.9356646604858154,-0.9627672764424497,-0.29237240448551743,-1.002909298188769,-0.621364594131754,0.1595166367394266,0.14287440624987957
Solyc00g020540.2,5.0,SL3.0ch00,10907680,10908387,+,Aminotransferase-like protein (AHRD V3.3 *-* Q6EQM2_ORYSJ)                 ,-0.5658620202259963,1.195378384680268,-0.10370029163878229,-0.1258118574094501,-0.5167946274946024,0.6591908051344098,-0.16232220146617465,3.870486326234493,-0.5658620202259963,-0.08196486023145987,0.34110334936490044,-0.5658620202259963,-0.3175657407865881,0.059746726408408515,-0.4294140643906554,-0.5658620202259963,-0.5658620202259963,-0.5658620202259963,-0.5658620202259963,-0.4272978068227934
Solyc00g020545.1,3.0,SL3.0ch00,10949307,10949786,+,Ferric reductase oxidase (AHRD V3.3 *-* V9HYU8_MANES)                ,2.0493533066340937,-0.44250085247634235,-0.5300106694342407,-0.0030695008871776046,1.3186136310180334,-0.27127478887774553,-0.5300106694342407,0.5582989898169648,3.200472712821042,-0.5300106694342407,-0.26153464281566297,-0.5300106694342407,-0.5300106694342407,-0.5300106694342407,-0.5300106694342407,-0.5300106694342407,-0.5300106694342407,-0.42414864119196366,-0.4241035196988348,-0.5300106694342407
Solyc00g022090.2,5.0,SL3.0ch00,11058235,11058576,-,"Formyltetrahydrofolate deformylase ""1,"" mitochondrial (AHRD V3.3 --* PURU1_ARATH)               ",-0.6228444331450808,-0.6228444331450808,-0.6228444331450808,1.5214418575598148,3.525959410220767,-0.6228444331450808,-0.2913708407890189,0.7411872993606177,0.4162015955525382,0.7502828900916301,0.17952445568155692,-0.5491476435693193,-0.6228444331450808,-0.6228444331450808,-0.6228444331450808,-0.38429992353034914,-0.2350422764150329,-0.30859363894385317,-0.3833877200587057,-0.6228444331450808
Solyc00g023260.1,7.0,SL3.0ch00,11161898,11162683,-,ADP-ribosylation factor GTPase-activating protein AGD7 (AHRD V3.3 *** AGD7_ARATH)              ,-0.319543438181643,3.776046041578973,-0.319543438181643,-0.319543438181643,-0.319543438181643,1.9757358456906016,-0.319543438181643,-0.319543438181643,-0.319543438181643,-0.319543438181643,-0.319543438181643,-0.319543438181643,-0.319543438181643,-0.319543438181643,-0.319543438181643,-0.319543438181643,-0.319543438181643,-0.319543438181643,-0.319543438181643,-0.319543438181643
Solyc00g024150.3,8.0,SL3.0ch00,11228849,11229211,+,Transcriptional coactivator/pterin dehydratase (AHRD V3.3 *** AT5G51110.1)                ,-1.0570416697475904,-0.17831305392178293,2.626292892616412,-0.11684805382644191,-1.0096309803124388,-0.02734562869913616,2.528005726983132,-0.3669868579562257,-0.9213323400699839,0.4928936639100598,1.3407135523555471,-0.6605004659130775,-0.501805415564269,-0.14561116694264242,-0.22904205990110305,-0.06880632093290515,-0.4596161695451467,-0.48341994579243336,-0.33918414953084564,-0.422421557209135
Solyc00g025400.2,3.0,SL3.0ch00,11325110,11325650,-,LOW QUALITY:basic helix-loop-helix (bHLH) DNA-binding superfamily protein (AHRD V3.3 --* AT2G42280.3)            ,-0.47098763358358336,-0.47098763358358336,-0.47098763358358336,-0.47098763358358336,1.9731757871299906,-0.47098763358358336,-0.47098763358358336,0.5317892510987188,3.5289587715928783,-0.47098763358358336,-0.12265914596704654,-0.47098763358358336,0.4324560208204962,-0.47098763358358336,-0.47098763358358336,-0.47098763358358336,-0.47098763358358336,-0.47098763358358336,0.2501061854951296,-0.47098763358358336
Solyc00g026160.3,4.0,SL3.0ch00,11377879,11378380,+,Ferric reductase oxidase (AHRD V3.3 *** V9HYU8_MANES)                ,2.957889795981198,-0.41808255831486774,-0.4109797333039522,-0.41808255831486774,2.75678147276744,-0.4108156877948632,-0.3897279836055051,-0.35140434398160275,0.9942334687113509,-0.308359368070817,-0.3947448846458334,-0.3897185557026839,-0.36733058626830417,-0.3679100878712493,-0.3983571856117789,-0.41808255831486774,-0.41808255831486774,-0.4110609707141917,-0.41808255831486774,-0.41808255831486774
Solyc00g029190.3,5.0,SL3.0ch00,11568378,11569107,+,"S-adenosyl-L-methionine-dependent methyltransferases superfamily ""protein,"" putative (AHRD V3.3 *** A0A061E9R4_THECC)              ",-0.45944804215607093,0.7979951161345797,-0.2815058348995804,1.4228250878717827,-0.45944804215607093,1.1116141688110155,-0.26227017576332545,3.6096801326235983,-0.45944804215607093,-0.45944804215607093,-0.45944804215607093,-0.45944804215607093,-0.45944804215607093,-0.42551394674914605,-0.45944804215607093,-0.45944804215607093,-0.45944804215607093,-0.45944804215607093,-0.45944804215607093,-0.45944804215607093
Solyc00g030000.1,5.0,SL3.0ch00,11624466,11624489,-,LOW QUALITY:Cellulose synthase (AHRD V3.3 *** A0A118J5T2_CYNCS)                ,-0.28123276766649674,-0.28123276766649674,-0.28123276766649674,-0.28123276766649674,-0.26514956395188083,-0.28123276766649674,-0.28123276766649674,4.31411124386369,0.3284999501865408,-0.28123276766649674,0.01631828885055768,-0.28123276766649674,-0.28123276766649674,-0.28123276766649674,-0.28123276766649674,-0.28123276766649674,-0.24597039982537863,-0.23285119596710707,-0.28123276766649674,-0.2589323434919641
Solyc00g030510.3,5.0,SL3.0ch00,11653528,11653819,+,Pectin lyase-like superfamily protein (AHRD V3.3 *** AT3G07820.1)               ,-0.2412930362155763,-0.2409803071052745,-0.24137068015791574,-0.027682134128984508,-0.24119487611173415,-0.23987070586113332,-0.22645301554443809,4.354204026533286,-0.2413831966852911,-0.24138719538778214,-0.24140573720115682,-0.24132584564117657,-0.24140573720115682,-0.24140573720115682,-0.24138481973522283,-0.24140573720115682,-0.24137301281367407,-0.24130422589415992,-0.24017228924513692,-0.24140573720115682
Solyc00g032940.1,5.0,SL3.0ch00,11795925,11796153,+,Ubiquitin-like-specific protease ESD4 (AHRD V3.3 --* ESD4_ARATH)                ,-0.22941573387056186,-0.22941573387056186,-0.22941573387056186,-0.22941573387056186,-0.22941573387056186,-0.22941573387056186,-0.22941573387056186,4.358898943540676,-0.22941573387056186,-0.22941573387056186,-0.22941573387056186,-0.22941573387056186,-0.22941573387056186,-0.22941573387056186,-0.22941573387056186,-0.22941573387056186,-0.22941573387056186,-0.22941573387056186,-0.22941573387056186,-0.22941573387056186
Solyc00g040290.2,3.0,SL3.0ch00,12203609,12203879,-,HXXXD-type acyl-transferase family protein (AHRD V3.3 *** AT1G32910.1)               ,-0.33041788178856424,-0.33041788178856424,-0.33041788178856424,-0.33041788178856424,2.556433599954024,-0.33041788178856424,-0.33041788178856424,-0.33041788178856424,3.391088272240133,-0.33041788178856424,-0.33041788178856424,-0.33041788178856424,-0.33041788178856424,-0.33041788178856424,-0.33041788178856424,-0.33041788178856424,-0.33041788178856424,-0.33041788178856424,-0.33041788178856424,-0.33041788178856424
Solyc00g040390.2,3.0,SL3.0ch00,12205739,12206894,+,HXXXD-type acyl-transferase family protein (AHRD V3.3 *** AT1G32910.1)               ,-0.3308400934747634,-0.3308400934747634,-0.3308400934747634,-0.3308400934747634,2.591510417798324,-0.3308400934747634,-0.3308400934747634,-0.3308400934747634,3.363611264747418,-0.3308400934747634,-0.3308400934747634,-0.3308400934747634,-0.3308400934747634,-0.3308400934747634,-0.3308400934747634,-0.3308400934747634,-0.3308400934747634,-0.3308400934747634,-0.3308400934747634,-0.3308400934747634
Solyc00g042854.1,5.0,SL3.0ch00,12379037,12379504,+,Cytochrome P450 family protein (AHRD V3.3 *** B9HFW5_POPTR)               ,-0.22941573387056183,-0.22941573387056183,-0.22941573387056183,-0.22941573387056183,-0.22941573387056183,-0.22941573387056183,-0.22941573387056183,4.358898943540675,-0.22941573387056183,-0.22941573387056183,-0.22941573387056183,-0.22941573387056183,-0.22941573387056183,-0.22941573387056183,-0.22941573387056183,-0.22941573387056183,-0.22941573387056183,-0.22941573387056183,-0.22941573387056183,-0.22941573387056183
Solyc00g044350.3,8.0,SL3.0ch00,12411577,12412047,+,"EPIDERMAL PATTERNING FACTOR-like protein (AHRD V3.3 *** ""AT5G10310.2),Pfam:PF17181""               ",-0.5771776630873331,-0.28919146681818064,1.5944711387935333,0.4214477569484423,-0.5771776630873331,-0.26338107942356664,2.220596213826432,-0.3581513230512226,-0.5771776630873331,0.29934178243296417,2.9003720827368578,-0.5281275468599905,-0.4785026406564553,-0.4853952923892828,-0.49388541169485206,-0.5263704177228307,-0.5771776630873331,-0.5501578175978501,-0.5771776630873331,-0.5771776630873331
Solyc00g048510.3,4.0,SL3.0ch00,12616466,12617057,+,Phloem protein 2 (AHRD V3.3 *** D0R6I7_MALDO)                ,2.8114519918746486,-0.36192417741985594,-0.4030172595132395,-0.4026941072372234,3.10283701302342,-0.3590317916792045,-0.3943077516928195,-0.3034182236300109,0.3253013734148894,-0.13175293467782656,-0.4067029682276332,-0.3394883494177134,-0.3983110669525659,-0.40309922335560117,-0.39620289714643164,-0.3870820477071933,-0.3525362319589554,-0.3954825940063941,-0.4031562038848064,-0.4013825498054821
Solyc00g049520.2,4.0,SL3.0ch00,12668526,12668662,-,LOW QUALITY:NAC domain protein 13 (AHRD V3.3 --* AT1G32870.2)              ,1.3228224251563592,-0.3537681254273841,-0.39431628634217064,-0.4175830434965971,3.5748504675591457,0.5178345603059348,-0.18029085833936623,-0.36423261490707914,0.8925282248284817,-0.09538612159905493,-0.6561904314075243,-0.32630266580805134,0.6646681312367896,-0.1804240394168403,-0.39972205887042067,-0.6494422505850358,-0.7206859276365047,-0.7373271442058755,-0.7497528540056884,-0.7472793870391206
Solyc00g057280.1,5.0,SL3.0ch00,13036803,13036904,-,LOW QUALITY:B3 domain-containing protein (AHRD V3.3 *-* W9S5V1_9ROSA)               ,-0.22941573387056177,-0.22941573387056177,-0.22941573387056177,-0.22941573387056177,-0.22941573387056177,-0.22941573387056177,-0.22941573387056177,4.358898943540674,-0.22941573387056177,-0.22941573387056177,-0.22941573387056177,-0.22941573387056177,-0.22941573387056177,-0.22941573387056177,-0.22941573387056177,-0.22941573387056177,-0.22941573387056177,-0.22941573387056177,-0.22941573387056177,-0.22941573387056177
Solyc00g060810.3,6.0,SL3.0ch00,13197788,13198111,-,Sn-1 protein (AHRD V3.3 *** Q42393_CAPAN)                 ,-0.42077365172478526,-0.42077365172478526,-0.42077365172478526,-0.42077365172478526,-0.42077365172478526,-0.4205668601961362,-0.42077365172478526,-0.42077365172478526,-0.42077365172478526,-0.42047826732236526,-0.42077365172478526,-0.4204285878063313,-0.4205214737501538,-0.4143632898610702,-0.4191681972113404,0.3709751972243046,0.7049992780346892,3.8667073282765774,0.03134421714800941,1.3284635209868854
Solyc00g063110.3,4.0,SL3.0ch00,13301447,13302234,-,Non-specific lipid-transfer protein (AHRD V3.3 *** A0A1D1ZJR4_9ARAE)                ,2.543708676664523,-0.42395054741219146,-0.4256197057787657,-0.4256197057787657,2.2488273777181003,-0.4129431698245155,-0.4256197057787657,-0.4256197057787657,2.3394001564383236,-0.33636661268152135,-0.4256197057787657,-0.4256197057787657,-0.4256197057787657,-0.4256197057787657,-0.4256197057787657,-0.4256197057787657,-0.4256197057787657,-0.4256197057787657,-0.4256197057787657,-0.4256197057787657
Solyc00g075030.3,5.0,SL3.0ch00,13811081,13811277,+,Retrovirus-related Pol polyprotein from transposon TNT 1-94 (AHRD V3.3 *-* A0A151T437_CAJCA)            ,0.11170597197842533,-0.18595033646933917,-0.32141980770312656,-0.3145040126157723,-0.1538023174284905,-0.16603924004270743,-0.24668867036547365,4.33325985760262,-0.2595784993219205,-0.056358731548918094,-0.20207990178169902,-0.37859065682443965,-0.3300752706967096,-0.29374596544929277,-0.31643109866674873,-0.29533483515086834,-0.236582747026362,-0.2339767610170877,-0.15444232389678017,-0.29936465357531017
Solyc00g090860.2,3.0,SL3.0ch00,14446055,14446495,-,LOW QUALITY:High affinity nitrate transporter protein (AHRD V3.3 *-* Q84MZ8_TOBAC)             ,-0.35532849358067675,-0.35532849358067675,-0.35532849358067675,-0.35532849358067675,1.3230000322253277,-0.35532849358067675,-0.35532849358067675,-0.35532849358067675,3.936048986616202,0.7815353720299747,-0.35532849358067675,-0.35532849358067675,-0.35532849358067675,-0.35532849358067675,-0.35532849358067675,-0.35532849358067675,-0.35532849358067675,-0.35532849358067675,-0.35532849358067675,-0.35532849358067675
Solyc00g100880.3,3.0,SL3.0ch00,14824354,14824981,+,LURP-one-like protein (AHRD V3.3 *** AT1G53875.1)                 ,1.8086110002315048,-0.42338972379016027,-0.42338972379016027,-0.3405962377476081,1.8950589259532464,-0.41611696565342643,-0.42338972379016027,-0.3402023336162776,3.21098198757798,-0.40457571174034573,-0.42338972379016027,-0.42338972379016027,-0.42338972379016027,-0.42338972379016027,-0.4021686887022941,-0.353705014611016,-0.42338972379016027,-0.42338972379016027,-0.42338972379016027,-0.42338972379016027
Solyc00g101700.1,2.0,SL3.0ch00,14851569,14851790,-,LOW QUALITY:Protein kinase (AHRD V3.3 *-* A0A0K9PWT3_ZOSMR)                ,-0.2294157338705617,-0.2294157338705617,-0.2294157338705617,-0.2294157338705617,-0.2294157338705617,-0.2294157338705617,-0.2294157338705617,-0.2294157338705617,-0.2294157338705617,-0.2294157338705617,4.358898943540673,-0.2294157338705617,-0.2294157338705617,-0.2294157338705617,-0.2294157338705617,-0.2294157338705617,-0.2294157338705617,-0.2294157338705617,-0.2294157338705617,-0.2294157338705617
Solyc00g102400.3,3.0,SL3.0ch00,14875704,14878935,+,NBS-LRR resistance protein-like protein                   ,-0.056278080859546664,-0.4980926694042784,-0.4980926694042784,-0.2739341605353623,1.384310544075903,0.12499096383282193,-0.4980926694042784,-0.29244494308185265,3.9354278870455155,0.41006006401753725,-0.3645167732887749,-0.4980926694042784,-0.26259795383562146,-0.16528700046953193,-0.4980926694042784,-0.4016584941382288,-0.43858956517796627,-0.394116571142244,-0.27261050364327283,-0.44229206577798225
Solyc00g104740.2,2.0,SL3.0ch00,14963106,14963757,+,LOW QUALITY:myb-like HTH transcriptional regulator family protein (AHRD V3.3 --* AT3G13040.3)            ,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,4.358898943540674,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618
Solyc00g108555.1,4.0,SL3.0ch00,15117945,15117950,-,"Chaperone protein ""DNAj,"" putative (AHRD V3.3 *** B9SSK0_RICCO)               ",1.2545244806689289,-0.5665618327968259,-0.5665618327968259,0.10281301062728856,3.1902469008484706,0.07909195371131114,-0.3278083075847928,-0.5665618327968259,2.000546680237632,0.5941101350216861,-0.2320543654196225,-0.5665618327968259,-0.5665618327968259,-0.5665618327968259,-0.5665618327968259,-0.5665618327968259,-0.5665618327968259,-0.42929032734582023,-0.5665618327968259,-0.5665618327968259
