,Cluster,Chromosome,Start,End,Strand,Description,R30,R45,R85,S30,S45,S85,L30,L45,L85,F30,F45,10DPA,20DPA,IMG,MG,Br,Br3,Br7,Br10,Br15
Solyc00g020020.2,2.0,SL3.0ch00,10854313,10854797,+,LOW QUALITY:DEAD-box ATP-dependent RNA helicase 49 (AHRD V3.3 --* RH49_ARATH)             ,1.665773142792096,2.433133289939109,1.8101416730892503,-0.9575078320716938,-0.9696043610636266,-0.33065207394610163,-0.1350297990052273,-0.3509556353350984,1.3078442595360191,-0.1026560380229525,-0.023861876943934327,0.09577927033821755,-0.9297168285610534,-0.9356646604858154,-0.9627672764424497,-0.29237240448551716,-1.002909298188769,-0.6213645941317539,0.15951663673942695,0.14287440624987996
Solyc00g020030.1,2.0,SL3.0ch00,10854653,10854853,-,LOW QUALITY:TBP-associated factor 2 (AHRD V3.3 --* AT1G73960.3)               ,0.8194573785823419,1.7680096076483909,2.7025794739154154,-0.5670351749037825,-0.9067221167715301,-0.14830676406385643,0.3069472557643368,-0.6370618611328679,0.8258048459563544,0.05739969391266619,-0.7477440092167641,1.0534017372641993,-1.2249557054796112,0.19659431730627025,-0.34685183573825207,-0.090273166894466,-1.2249557054796112,-0.1974530672113762,-0.4138791979782506,-1.2249557054796112
Solyc00g026160.3,1.0,SL3.0ch00,11377879,11378380,+,Ferric reductase oxidase (AHRD V3.3 *** V9HYU8_MANES)                ,2.9578897959811976,2.7567814727674396,0.9942334687113509,-0.4180825583148676,-0.4108156877948631,-0.3083593680708168,-0.4109797333039521,-0.3897279836055049,-0.39474488464583324,-0.4180825583148676,-0.35140434398160264,-0.38971855570268377,-0.36733058626830406,-0.3679100878712492,-0.3983571856117788,-0.4180825583148676,-0.4180825583148676,-0.41106097071419156,-0.4180825583148676,-0.4180825583148676
Solyc00g050430.3,3.0,SL3.0ch00,12712180,12712817,+,bHLH transcription factor 73                   ,2.0745286504256257,0.3889513963701111,0.9433781814443909,1.7005362976357465,-0.6227764925339916,0.1374320131911875,0.8194845238752535,0.6433054058506152,-0.7227123115404948,2.0007593425421772,-0.3291799791703692,-0.7995966037642633,-0.5744420778301157,-0.8005703376496621,-0.8655744980157919,-0.8748990766674984,-0.8920749711315685,-0.5454327778160604,-0.8959028700120281,-0.7852138152032632
Solyc00g063110.3,1.0,SL3.0ch00,13301447,13302234,-,Non-specific lipid-transfer protein (AHRD V3.3 *** A0A1D1ZJR4_9ARAE)                ,2.543708676664523,2.2488273777181003,2.3394001564383236,-0.42395054741219146,-0.4129431698245155,-0.33636661268152135,-0.4256197057787657,-0.4256197057787657,-0.4256197057787657,-0.4256197057787657,-0.4256197057787657,-0.4256197057787657,-0.4256197057787657,-0.4256197057787657,-0.4256197057787657,-0.4256197057787657,-0.4256197057787657,-0.4256197057787657,-0.4256197057787657,-0.4256197057787657
Solyc00g072100.3,0.0,SL3.0ch00,13690276,13690746,-,Retrovirus-related Pol polyprotein from transposon TNT 1-94 (AHRD V3.3 *-* A0A151S5P0_CAJCA)            ,0.4043756108028308,1.2931392185920665,-0.9073225208879879,2.1841133005248423,0.695905879044361,0.1100901661728897,0.18798587643254852,-0.2937123553506101,-0.38591939032388706,1.089317479611834,-0.03260136235336828,-0.202159425058967,1.2635411093146054,0.4108708854560299,0.481926543256413,-0.5578924523696742,-1.3413985075101111,-1.3758254805745118,-1.4963743387188717,-1.5280602360604332
Solyc00g091170.3,0.0,SL3.0ch00,14460521,14461278,+,P-loop containing nucleoside triphosphate hydrolases superfamily protein (AHRD V3.3 *** A0A061DYZ4_THECC)            ,1.4176892453722212,0.8821824226237663,0.7604039201686147,2.079543283110189,0.32395667590466565,-0.19128869743510482,0.5601807796899485,0.366280397821132,-0.5434882978213379,1.801504307113527,-0.3182452115698156,-0.8601074393403618,0.6170676145714425,-0.7319048980461724,-0.7990484056473701,-0.9865554665948202,-1.2021081519075558,-1.058471395899379,-1.0265182466335443,-1.0910724354800556
Solyc00g100880.3,1.0,SL3.0ch00,14824354,14824981,+,LURP-one-like protein (AHRD V3.3 *** AT1G53875.1)                 ,1.8086110002315046,1.8950589259532464,3.2109819875779797,-0.42338972379016,-0.4161169656534262,-0.4045757117403455,-0.42338972379016,-0.42338972379016,-0.42338972379016,-0.3405962377476079,-0.3402023336162774,-0.42338972379016,-0.42338972379016,-0.42338972379016,-0.40216868870229383,-0.3537050146110158,-0.42338972379016,-0.42338972379016,-0.42338972379016,-0.42338972379016
Solyc00g110870.3,3.0,SL3.0ch00,15183170,15184121,-,Leucine-rich repeat receptor-like protein kinase (AHRD V3.3 *** C0LGR2_ARATH)              ,1.6098137035183353,0.9825488637953832,2.4579726546841676,1.043440300964715,0.28436702160430616,-0.15249403101812045,-0.6419358752536702,-0.5562045950320491,-0.7818329359648395,1.4810244877046956,0.8110970484532941,-0.6506041585666026,-0.2639090249274117,-0.7522052667355313,-0.7864334627463637,-0.860774660391006,-0.8742147401509583,-0.8015460092414556,-0.8000894836043685,-0.7480198370925208
Solyc00g127660.3,1.0,SL3.0ch00,15734297,15734660,+,"cytochrome ""P450,"" family ""71,"" subfamily ""B,"" polypeptide 20 (AHRD V3.3 --* AT3G26180.1)           ",1.081162868363819,0.7991080626082367,0.7824360828762672,0.5113195666263585,-0.5435911633610016,0.13741373871723822,-1.7272848869816657,-1.592897297319508,-0.4888599123038225,-0.4780249485179486,-0.49949337864014,-0.631120884411455,-0.9752014068921785,-0.7886601001540925,-0.2821189891298643,-0.07429965538743473,-0.2699327478169944,1.396740156017857,1.9792203050547417,1.6640845906515682
Solyc00g127870.3,0.0,SL3.0ch00,15742795,15743126,+,Phosphatidylinositol N-acetylglucosaminyltransferase subunit P (AHRD V3.3 *** A0A0B2SS56_GLYSO)               ,1.8597085287694715,0.17455461718433762,0.43871966076151153,1.4163987603290886,1.2344939881678867,0.40070803730008886,0.040149466655134754,-0.33608969620508417,-0.24098754059862798,1.206405995100219,1.4880881409490807,-0.45736175413610125,-0.5279564274177055,-1.0118763473523997,0.274448847352003,-1.0261361083469718,-1.3109917492084806,-1.2132213976493837,-1.367130685522262,-1.0419243361317998
Solyc00g128870.3,4.0,SL3.0ch00,15774482,15774823,+,NUDIX hydrolase (AHRD V3.3 *** A0A118K334_CYNCS)                 ,1.3715838634471285,0.9502157194014399,2.2580314967764465,0.36219609382664336,0.3054531412663085,1.0691608460042528,-1.9230577067865018,-1.907340110911579,0.07724503090673868,0.27780496529096094,-0.46037225332681847,0.14765467722751313,0.9211315821578787,-0.19277236267283662,-0.08605927292983477,-0.4673546929768359,-0.6871533019295624,-0.46566324330282427,-0.5588694701633715,-0.9918350013051385
Solyc00g179240.2,0.0,SL3.0ch00,17306201,17306300,-,MADS-box transcription factor (AHRD V3.3 *-* Q1EMR8_PLAMJ)                ,0.981303859154011,0.03493496123958565,0.7233696855190708,0.5337056741781911,2.034239831796782,1.0400509464570993,1.3013854303390466,1.338235383650872,1.285879283804092,-0.7385355228658593,-0.6634960365690019,-0.8771953066985246,-0.8771953066985246,-0.853511043115691,-0.8771953066985246,-0.8771953066985246,-0.8771953066985246,-0.8771953066985246,-0.8771953066985246,-0.8771953066985246
Solyc00g188857.1,4.0,SL3.0ch00,17776992,17777064,+,Auxin response factor (AHRD V3.3 *-* E0AD21_SOLLC)                ,-0.5968052106067917,-1.5231528355638089,0.3644448121949861,1.98511452511721,1.2156653287243506,0.7107967296125602,-1.709880334750878,-1.4329720826880519,-1.4644502558465415,0.7124542785653709,0.8185697024256141,-0.8224818061369762,-0.016628783971613714,0.30242491624012624,0.3053139589183099,4.761560986702094e-05,-0.783188081059,0.26661395391721643,0.9579419066290393,0.710171662669012
Solyc00g215560.2,2.0,SL3.0ch00,18291826,18292239,+,glycosyl hydrolase family 10 protein / carbohydrate-binding domain-containing protein (AHRD V3.3 --* AT1G10050.3)          ,-0.6317977059970176,-0.9840741467161757,-0.10248228505766391,-0.9212380096961492,-0.602038455425807,-0.0363148823695669,-0.4424774307984469,-0.43141667702635456,0.2064329838663973,-0.1484824720906329,-0.515377952417562,-0.7940060858244825,-0.7404149427939416,-0.3637258349309862,0.08037481478183038,-0.3189087599689534,-0.008075816630873858,2.3089311970309914,2.038801085411555,2.4062913766538414
Solyc00g273110.2,5.0,SL3.0ch00,19695342,19695510,-,DNA ligase 4 (AHRD V3.3 --* H6URY6_NICBE)                ,-1.7530699908185705,-1.907021147040338,-0.7100336451529232,-1.030429775084662,-0.09111233512865886,1.5027911348376135,0.45873741631079984,0.017001670741828588,1.388558597392113,-0.06140537240017738,-0.40784091459801697,-0.6824799588856387,1.0465823094530462,1.7157685717407776,0.6000171454474292,-0.29248967839561824,-1.1772514375757508,0.17489852882376306,0.7638282691871181,0.4449506111458619
Solyc00g322635.1,1.0,SL3.0ch00,20797082,20797619,+,MLP-like protein 28 (AHRD V3.3 *** AT1G70830.2)                ,3.0222528596810476,1.7025740573769763,2.2522739621412846,-0.35926547541597714,-0.41390846395099745,-0.41526415127944727,-0.35546622201176714,-0.278929641509592,-0.4098275926412763,-0.38982166115447386,-0.43656610366653964,-0.4359737144138865,-0.43950806602064724,-0.4408747649903551,-0.439426191517154,-0.4425490584792666,-0.4403161555630889,-0.4019848908927851,-0.4425490584792666,-0.4348696672127879
Solyc01g005010.3,0.0,SL3.0ch01,25452,26037,+,XRI1-like protein (AHRD V3.3 *** AT2G01990.2)                 ,0.6014113286764592,0.3552511354933138,-0.10758233527585322,0.3789251447173175,0.3775250149768593,-0.022109287941675045,1.8509245619410166,1.816607874982986,2.09408001461902,0.39370242086018814,-0.6616031118063809,-0.9817579593892112,0.1982079207678374,-0.16309666739965006,-0.6140457097119031,-0.9942270564289761,-1.1549072712712118,-1.095838389394676,-1.1230603257037715,-1.1484073027116946
Solyc01g005020.3,4.0,SL3.0ch01,43578,44130,-,plasmalemma Na+/H+ antiporter                    ,-0.052454015908501475,-0.41954273382161444,0.8441700857868623,1.0877358631581289,1.7801657107208206,0.42544094069663557,-1.9923294694680738,-1.2101934962847547,-0.8458267024422121,-0.09976382771825702,-0.5133472891329751,-1.329879597007426,0.004807272333861914,1.0153422812929314,0.259345393959488,-0.36461760608745875,-1.4409021005372091,0.6499090887263587,1.4401044011468094,0.7618358005865918
Solyc01g005090.3,1.0,SL3.0ch01,87282,89176,-,"Type I ""inositol-1,4,5-trisphosphate"" 5-phosphatase CVP2 (AHRD V3.3 *** A0A0B2RAB0_GLYSO)              ",1.644741460901149,1.7603461728675802,3.38613037009189,-0.41473157241842457,-0.41473157241842457,-0.40832617992292225,-0.41473157241842457,-0.41473157241842457,-0.4090544288932611,-0.40802411259764365,-0.41473157241842457,-0.41126405856892384,-0.4110122100999103,-0.41473157241842457,-0.4083064240058364,-0.41473157241842457,-0.39295016146324285,-0.3683982680496097,-0.2819862450345404,-0.38877490829575523
Solyc01g005110.3,4.0,SL3.0ch01,102838,103282,+,dolichol-phosphate mannosyltransferase-like protein (AHRD V3.3 *** AT1G48140.1)                ,1.0356937146959193,2.1983813633767664,0.8977859855687914,-0.6336884971135925,0.08307887509526221,0.1594442003340864,-1.720386278453282,-1.4242385371692365,-0.0736838545527026,0.3573855199210352,0.2036981178285413,-1.214711412495312,-1.6415882515024567,-0.4270971601415052,-0.09066390820740014,1.4991565236739317,0.7542272545432553,-0.15108434141804944,-0.3926151907374896,0.5809058767534333
Solyc01g005180.1,2.0,SL3.0ch01,147450,147725,-,"Homeobox-leucine zipper protein ""HOX9,"" putative (AHRD V3.3 --* A0A061DUZ5_THECC)              ",-0.8080255201899119,-0.9428704515073101,-0.5872438901358745,-0.7727274492485954,-0.7966232178730026,0.014119469601242714,-0.8792073508180969,-1.0208122299696563,-0.7882315168155422,-0.2122744532031341,-0.5417028992742368,-0.39895518973421473,0.046039174823758626,1.132211006543845,0.7531825577680356,0.17267286947738744,-0.12624494215630144,2.2594337256558714,2.392743737410273,1.1045165696454626
Solyc01g005210.3,4.0,SL3.0ch01,169225,169318,+,Trehalose-phosphate synthase 6 (AHRD V3.3 *** W8Q024_CAMSI)                ,-0.0955786765355441,-0.06848406882070548,0.9339817160185916,0.04902194589544773,1.6521341808178098,1.5388357191579873,-1.3612152758547431,-0.9511605860946779,-0.08197925714995687,-1.1826250494955575,-0.9351226332792217,-1.562276420500289,-1.0960673336892475,1.4750595952126313,0.3495788609256891,0.9800707595626419,0.12960741404477608,0.8017362492135949,0.5030294282273448,-1.0785465676565802
Solyc01g005260.3,0.0,SL3.0ch01,199141,199193,+,Sec14p-like phosphatidylinositol transfer family protein (AHRD V3.3 *** AT1G14820.3)              ,0.07553240761005799,-0.05329715641431111,-0.9715807135197528,1.8930788296133823,1.198195143300282,-0.24503122818863302,0.5893218531977212,1.5237847689673796,0.5254845312066855,1.0074670337719822,-0.6852779977835034,-1.4765735126490385,0.2916804021999099,0.5692991876831758,0.6325448355042143,0.144238116977014,-1.2974399930615585,-0.882483934832191,-1.285710410601019,-1.5532321629817858
Solyc01g005270.3,1.0,SL3.0ch01,203165,203236,-,Sec14p-like phosphatidylinositol transfer family protein (AHRD V3.3 *** AT1G14820.3)              ,1.5408792903440047,1.5862194325393006,1.342073402749358,0.17862809303977656,0.4976132236011297,1.3527145567304497,0.13523422940679145,0.05197676853700815,1.82844126012993,-0.4569132045351727,-0.6254810783401756,-1.3914756091632143,-0.7093697838181289,-0.938104847918298,-1.0927875700936454,-0.27413047547442154,-0.24786379492054134,-0.8334254412990528,-0.9776558272073408,-0.9665726243077517
Solyc01g005340.3,4.0,SL3.0ch01,245145,245710,-,Ankyrin repeat family protein (AHRD V3.3 *** B9HW17_POPTR)               ,-0.6844429801441143,-0.23527968618992676,-0.06399277096567048,-0.8523297771866567,-0.20912146930534828,1.004542083749953,-1.4065574646521668,-1.318743474265889,0.6827479616591582,-1.074341053995468,-0.9353203084994708,-1.0230260127240456,-0.5826433043342352,0.7667721912669345,0.27671678168229985,0.7863754764653831,0.9233885011345335,1.7488784728353794,2.2135148973633827,-0.017138063894034654
Solyc01g005370.3,1.0,SL3.0ch01,259884,260402,+,EF hand calcium-binding family protein (AHRD V3.3 *** G8A011_MEDTR)              ,-0.9184561689614305,-0.12123986791101697,-0.09462568054935135,-0.9519875366742474,-0.9880838389184442,0.14170195429687216,-1.1957944987168732,-1.1989811732788134,-0.716398041300563,-0.8456124272535369,-0.5048673157117347,0.4605872492858202,-0.5693815752166831,0.38646931034014126,0.4120479812398754,2.6439741326268864,1.8382560080881598,0.6746589387789724,0.7992901710117062,0.7484423788242576
Solyc01g005530.3,0.0,SL3.0ch01,355417,356524,-,nuclear polyadenylated RNA-binding protein (AHRD V3.3 *** AT3G13480.2)               ,1.4678197132811819,1.2765811099439186,0.1482303954682315,2.7213146564271433,1.0900527402221747,0.26455433321780614,0.10168359900897833,0.18259752651440986,-0.4893786326439609,0.5569302082138684,-0.3454826992590712,-1.1557666152391495,-0.13035394774749223,-0.2922658910676506,-0.6463489317646722,-0.39609876129633576,-0.8852334123070481,-1.074937204251573,-1.2015466479479424,-1.1923515387728139
Solyc01g005550.3,0.0,SL3.0ch01,384669,385475,+,carboxyl-terminal peptidase (DUF239) (AHRD V3.3 *** AT2G44210.1)                ,0.7086386550056453,0.6040854956559842,0.5956298417522714,3.1710404352166774,0.5415287103947788,0.4722468497865221,0.018199673693362475,0.018881685715414275,-0.45769490430383747,1.118084684672476,0.03375950425518759,-1.1708600512350944,0.058574454727966706,-0.234249712035701,-0.6139558745761835,-0.9876442788053399,-1.3058045528321576,-0.747160302919392,-0.7742502049688672,-1.0490501091997109
Solyc01g005560.3,3.0,SL3.0ch01,398940,399328,+,Isocitrate dehydrogenase [NADP] (AHRD V3.3 *** IDHC_SOLTU)                ,2.4534092262315936,1.6689251876724809,1.3685704326738737,0.7675148663848584,-0.10127640734964266,-0.08161807763776653,0.31114051000130416,-0.6724238897282269,1.295137114167641,-0.367705940764125,-0.00041322428382333583,-0.6735285704197791,-1.054753927904315,-1.3134345397355431,-1.3327848564836924,-0.2654982861899169,-0.42287823306099875,-0.8978173303880017,-0.3542771335445626,-0.32628691964135415
Solyc01g005570.3,0.0,SL3.0ch01,402827,403017,-,DUF1639 family protein (AHRD V3.3 *** A0A072U1E7_MEDTR)                ,1.1881434033941047,1.4907909726812958,0.37846093547085013,1.6594097918620438,0.17509614038330892,0.7474025736325648,0.040961630073030476,-0.21120752785579205,0.6431838311156953,1.676531524311444,-0.1677937170129188,-0.9497952002917484,0.5793886715580008,-0.35937725989446406,-0.8869513256957751,-0.880908242797798,-1.2964303001338573,-1.119855922230496,-1.1917761596072711,-1.51527381896221
Solyc01g005590.2,0.0,SL3.0ch01,416887,417304,+,Arabinogalactan peptide 14 (AHRD V3.3 *** A0A151TQT2_CAJCA)                ,0.3537576421502391,1.1128163092723957,-0.7484304516457231,1.9158748188724541,1.783092152343831,-0.9209424110266244,0.0950262045047354,1.08374577683081,-1.0361025650056723,0.521946921805481,0.13703361188232357,0.4239030114702839,1.1044987877607886,-0.0857039035118223,-0.07861673385039326,-1.0718844443840911,-1.1299026554516591,-1.14369728127357,-1.1700943102845682,-1.1463204804592262
Solyc01g005640.3,4.0,SL3.0ch01,454235,454647,+,histidine-tRNA ligase (AHRD V3.3 *** AT3G10250.5)                 ,-0.026749311709887622,1.0742771206833475,1.6128731930271074,-0.6779281088598492,0.3342275372941624,1.0279397177327108,-1.809064186023766,-1.213984890856235,-0.45608436906873673,-1.0226130670008078,-0.3685870712487665,-1.5986930950071234,-0.9066024305879075,-0.1306627929463261,-0.4049837825736741,0.4551601347823521,0.8814019084291271,0.5493249535450222,1.4852580348597961,1.1954905055294462
Solyc01g005680.3,3.0,SL3.0ch01,477033,477341,+,Cytokinin riboside 5'-monophosphate phosphoribohydrolase (AHRD V3.3 *** K4ASD4_SOLLC)               ,1.144093339229797,3.2351050494066267,1.3548386838068804,0.03365589969760027,-0.20516218480363735,0.7613300599732635,-0.16515373774131062,0.5226557591704994,0.6965373932447233,-0.5216290988665554,-0.6002059941372778,-0.6939510258349031,-0.6918983041537209,-0.6971099835044813,-0.6909002592964568,-0.6971099835044813,-0.6971099835044813,-0.6937656621731241,-0.6971099835044813,-0.6971099835044813
Solyc01g005810.3,4.0,SL3.0ch01,534426,534782,+,MAK16 protein-like protein (AHRD V3.3 *** AT1G23280.1)                ,-0.3136627826958689,0.21529395454167322,0.9106499423189197,0.41197801361233544,-0.15039441193062672,1.2842366854619245,-1.6864441888470023,-1.550943039900199,0.13227015048024884,-0.8244083163576873,-1.338668073031969,-0.8710443560436597,-0.5053193844984362,1.6609768651055339,0.8731253324352295,-0.18301960423438035,-1.1058466105024976,1.2381226815970119,1.399293167276162,0.40380397521328304
Solyc01g005820.3,0.0,SL3.0ch01,541250,541703,+,Serine/arginine-rich-splicing factor SCL30A (AHRD V3.3 *-* A0A0M9UMR8_NICAT)                ,1.2686673370693042,2.907982692940738,0.1455137944593806,0.006563383459987146,-0.4965648801538279,0.3950969481023234,-0.922345508554331,-1.193065791730463,0.6688043608731709,1.0505031673622607,0.01985342430651073,-1.2525763482605121,0.03748663475368409,0.1983917079315164,0.7223639606158576,-0.5989936597965082,-1.4609038655172144,-0.3403604486831064,-0.2068621387475233,-0.9495547704312417
Solyc01g005830.3,0.0,SL3.0ch01,570834,571160,+,"Glucan ""endo-1,3-beta-glucosidase,"" putative (AHRD V3.3 *-* B9T1E3_RICCO)                ",0.9625910203795401,0.05792949216030767,-0.24439035247487667,3.0060241428965586,0.6367784432192011,-0.10269994939062743,0.16898742186668617,0.20189674351338682,-0.37895304002320607,1.4317908842637237,-0.7178480198184625,0.17232189309094037,0.6747780810938803,-0.1119488199895623,-0.22409048721161107,-0.9545794565790099,-1.3466109821150767,-1.1236943836197253,-1.1599622234054858,-0.9483204078565777
Solyc01g005920.2,0.0,SL3.0ch01,600468,602186,-,"Amino acid ""transporter,"" putative (AHRD V3.3 *** B9SM54_RICCO)               ",1.588514665077865,2.3293170217002186,1.3174531372018532,-0.13109824430800798,-0.5647492169093187,1.4340394965695582,-0.3103762173784067,-0.9334034852287859,0.32428922587082587,0.8219658761999455,-0.37012094878451146,-0.10752675748552651,-0.3446221502655929,-0.3491608557470197,0.44089792138755396,-0.7235985480834921,-0.7626740031123816,-1.2083727965323463,-1.1203689648643662,-1.3304051553080605
Solyc01g005950.3,3.0,SL3.0ch01,623993,624436,-,Serine/threonine-protein phosphatase (AHRD V3.3 *** B9GY91_POPTR)                 ,1.9539780108782203,0.3974871705400964,0.9631440145810054,1.9098835528422642,0.6821240235377372,0.6988666831571142,-1.478263801492829,-1.2547259957807617,-1.1119461815455443,1.0841946422661513,-0.7869836136221487,-0.45381241233799724,0.726232030846445,0.2027842435131394,-0.4989316130077028,-0.03502119954122645,-0.4724475646382836,-1.064521429684068,-1.0875904100613887,-0.37445015045022173
Solyc01g005960.3,3.0,SL3.0ch01,631647,632593,+,RNA helicase DEAD1                    ,0.15782140884068577,-1.279076294513045,0.048012516779921965,1.7912988034804216,-0.08560490567747492,-0.11103046434657692,-1.034922892810445,-1.4945361645172357,-1.1644129656193074,0.8059425070284758,1.843201867830114,-1.125100244063627,0.02166294817407677,-0.5370056186184232,-0.8351951854873576,-0.4080464022297591,0.2932505168101677,0.37281578219361994,1.3507600666304673,1.3901647201153056
Solyc01g005980.3,0.0,SL3.0ch01,651386,652114,-,"transmembrane ""protein,"" putative (Protein of unknown ""function,"" DUF538) (AHRD V3.3 *** AT5G19860.1)           ",1.7844862722251904,0.813694525054361,-0.32528113732440755,0.553348311001307,-0.5228893824882581,0.3887738608766863,0.06864252601790465,-0.9056970933965763,0.13368319585193603,1.6504287735696277,0.35880987760358984,-0.22317700720389244,0.41083878009053837,0.3647259008366591,1.4903813325813646,-0.05196595958822963,-1.6770484883909185,-1.3261105301915455,-1.398572328659432,-1.5870714284659073
Solyc01g006090.3,4.0,SL3.0ch01,754323,755322,+,rRNA processing protein EBP2 (AHRD V3.3 *** B9ICW5_POPTR)               ,1.2909467342228869,2.5389771203813885,0.4867658776196163,0.9446718231071283,-0.6567225564561472,-0.19373173479295655,-1.0159779508241253,-1.65899551969026,-1.2298571981027395,0.5217335899590334,-0.6682126329177356,-0.7022470110681636,0.09662727324913391,-0.23611734845241952,0.3166123445107529,0.0891381635339996,-1.1762195191298677,1.482168260144461,-0.10943236208921311,-0.12012735320477848
