,Cluster,Chromosome,Start,End,Strand,Description,R30,R45,R85,S30,S45,S85,L30,L45,L85,F30,F45,10DPA,20DPA,IMG,MG,Br,Br3,Br7,Br10,Br15
Solyc00g019730.2,1.0,SL3.0ch00,10828879,10829313,-,Cytochrome c oxidase subunit 3 (AHRD V3.3 *** COX3_HELAN)              ,0.5475694877692497,0.7313969121180237,-0.7647200562987257,0.08801636646546647,-0.5142678561265855,0.13857849096547534,-0.6625317229025338,-0.5125611833298199,-0.6266851096166774,3.4482155876571134,1.838538539417569,-0.6416581502523068,-0.06218730825498733,-0.39152945736603045,-0.6625070198405216,-0.5292821712558015,-0.12892787968153546,-0.5968304299836519,-0.44774930346987163,-0.2508777360138477
Solyc00g019750.1,1.0,SL3.0ch00,10831540,10831749,-,"LOW QUALITY:transmembrane ""protein,"" putative (DUF247) (AHRD V3.3 --* AT2G28580.6)              ",0.38461574104230273,0.516118997695746,-0.589012163391588,0.29908847124181664,-0.36250617867629065,-0.38886188379532355,-0.6276219799802143,-0.6640892378230817,-0.6028468050438495,3.466453134605271,1.919174689142359,-0.66786955914087,-0.1022060338197458,-0.2999091747223171,-0.5388619603546325,-0.5402525738007968,0.26925445047471663,-0.6650164455442932,-0.38241697955905635,-0.4232345085501504
Solyc00g020010.1,5.0,SL3.0ch00,10853117,10853344,-,LOW QUALITY:Kinesin-like calmodulin-binding protein (AHRD V3.3 --* A0A199VU23_ANACO)               ,2.007928884660862,3.248327670666553,0.9503944174577876,-0.7620137267381397,-0.4676128094920812,0.027245233576248102,-0.028591386406462554,-0.6938987438237614,0.6351049922088745,-0.04054711859704805,-0.5263899672605942,-0.008530870816461466,-0.790785243056689,-0.542757322735367,-0.2739146394171714,-0.44581443054963704,-0.6384492794289862,-0.7108744850243001,-0.49621297855559016,-0.44260819666803697
Solyc00g020020.2,5.0,SL3.0ch00,10854313,10854797,+,LOW QUALITY:DEAD-box ATP-dependent RNA helicase 49 (AHRD V3.3 --* RH49_ARATH)             ,1.665773142792096,2.433133289939109,1.8101416730892503,-0.9575078320716938,-0.9696043610636266,-0.33065207394610163,-0.1350297990052273,-0.3509556353350984,1.3078442595360191,-0.1026560380229525,-0.023861876943934327,0.09577927033821755,-0.9297168285610534,-0.9356646604858154,-0.9627672764424497,-0.29237240448551716,-1.002909298188769,-0.6213645941317539,0.15951663673942695,0.14287440624987996
Solyc00g020540.2,1.0,SL3.0ch00,10907680,10908387,+,Aminotransferase-like protein (AHRD V3.3 *-* Q6EQM2_ORYSJ)                 ,-0.5658620202259963,-0.5167946274946023,-0.5658620202259963,1.1953783846802681,0.6591908051344099,-0.08196486023145978,-0.10370029163878221,-0.16232220146617457,0.3411033493649005,-0.12581185740945003,3.870486326234493,-0.5658620202259963,-0.31756574078658806,0.059746726408408606,-0.4294140643906553,-0.5658620202259963,-0.5658620202259963,-0.5658620202259963,-0.5658620202259963,-0.42729780682279334
Solyc00g020545.1,5.0,SL3.0ch00,10949307,10949786,+,Ferric reductase oxidase (AHRD V3.3 *-* V9HYU8_MANES)                ,2.0493533066340937,1.3186136310180334,3.2004727128210426,-0.44250085247634224,-0.2712747888777454,-0.5300106694342406,-0.5300106694342406,-0.5300106694342406,-0.26153464281566285,-0.00306950088717747,0.5582989898169649,-0.5300106694342406,-0.5300106694342406,-0.5300106694342406,-0.5300106694342406,-0.5300106694342406,-0.5300106694342406,-0.4241486411919635,-0.42410351969883464,-0.5300106694342406
Solyc00g023260.1,2.0,SL3.0ch00,11161898,11162683,-,ADP-ribosylation factor GTPase-activating protein AGD7 (AHRD V3.3 *** AGD7_ARATH)              ,-0.319543438181643,-0.319543438181643,-0.319543438181643,3.776046041578973,1.9757358456906016,-0.319543438181643,-0.319543438181643,-0.319543438181643,-0.319543438181643,-0.319543438181643,-0.319543438181643,-0.319543438181643,-0.319543438181643,-0.319543438181643,-0.319543438181643,-0.319543438181643,-0.319543438181643,-0.319543438181643,-0.319543438181643,-0.319543438181643
Solyc00g024150.3,4.0,SL3.0ch00,11228849,11229211,+,Transcriptional coactivator/pterin dehydratase (AHRD V3.3 *** AT5G51110.1)                ,-1.0570416697475904,-1.0096309803124388,-0.9213323400699839,-0.17831305392178293,-0.02734562869913616,0.4928936639100598,2.626292892616412,2.528005726983132,1.3407135523555471,-0.11684805382644191,-0.3669868579562257,-0.6605004659130775,-0.501805415564269,-0.14561116694264242,-0.22904205990110305,-0.06880632093290515,-0.4596161695451467,-0.48341994579243336,-0.33918414953084564,-0.422421557209135
Solyc00g025400.2,5.0,SL3.0ch00,11325110,11325650,-,LOW QUALITY:basic helix-loop-helix (bHLH) DNA-binding superfamily protein (AHRD V3.3 --* AT2G42280.3)            ,-0.47098763358358325,1.9731757871299902,3.5289587715928774,-0.47098763358358325,-0.47098763358358325,-0.47098763358358325,-0.47098763358358325,-0.47098763358358325,-0.12265914596704651,-0.47098763358358325,0.5317892510987187,-0.47098763358358325,0.4324560208204961,-0.47098763358358325,-0.47098763358358325,-0.47098763358358325,-0.47098763358358325,-0.47098763358358325,0.25010618549512953,-0.47098763358358325
Solyc00g026160.3,5.0,SL3.0ch00,11377879,11378380,+,Ferric reductase oxidase (AHRD V3.3 *** V9HYU8_MANES)                ,2.9578897959811976,2.7567814727674396,0.9942334687113509,-0.4180825583148676,-0.4108156877948631,-0.3083593680708168,-0.4109797333039521,-0.3897279836055049,-0.39474488464583324,-0.4180825583148676,-0.35140434398160264,-0.38971855570268377,-0.36733058626830406,-0.3679100878712492,-0.3983571856117788,-0.4180825583148676,-0.4180825583148676,-0.41106097071419156,-0.4180825583148676,-0.4180825583148676
Solyc00g027640.1,2.0,SL3.0ch00,11469928,11470006,+,LOW QUALITY:glucose-induced degradation-like protein (AHRD V3.3 *** AT2G37680.2)               ,-0.22941573387056172,-0.22941573387056172,-0.22941573387056172,4.358898943540673,-0.22941573387056172,-0.22941573387056172,-0.22941573387056172,-0.22941573387056172,-0.22941573387056172,-0.22941573387056172,-0.22941573387056172,-0.22941573387056172,-0.22941573387056172,-0.22941573387056172,-0.22941573387056172,-0.22941573387056172,-0.22941573387056172,-0.22941573387056172,-0.22941573387056172,-0.22941573387056172
Solyc00g027650.1,2.0,SL3.0ch00,11471739,11471818,+,LOW QUALITY:far-red elongated hypocotyl 1 (AHRD V3.3 *** AT2G37678.1)              ,-0.22941573387056166,-0.22941573387056166,-0.22941573387056166,4.358898943540672,-0.22941573387056166,-0.22941573387056166,-0.22941573387056166,-0.22941573387056166,-0.22941573387056166,-0.22941573387056166,-0.22941573387056166,-0.22941573387056166,-0.22941573387056166,-0.22941573387056166,-0.22941573387056166,-0.22941573387056166,-0.22941573387056166,-0.22941573387056166,-0.22941573387056166,-0.22941573387056166
Solyc00g029190.3,1.0,SL3.0ch00,11568378,11569107,+,"S-adenosyl-L-methionine-dependent methyltransferases superfamily ""protein,"" putative (AHRD V3.3 *** A0A061E9R4_THECC)              ",-0.45944804215607093,-0.45944804215607093,-0.45944804215607093,0.7979951161345797,1.1116141688110155,-0.45944804215607093,-0.2815058348995804,-0.26227017576332545,-0.45944804215607093,1.4228250878717827,3.6096801326235983,-0.45944804215607093,-0.45944804215607093,-0.42551394674914605,-0.45944804215607093,-0.45944804215607093,-0.45944804215607093,-0.45944804215607093,-0.45944804215607093,-0.45944804215607093
Solyc00g030000.1,1.0,SL3.0ch00,11624466,11624489,-,LOW QUALITY:Cellulose synthase (AHRD V3.3 *** A0A118J5T2_CYNCS)                ,-0.2812327676664967,-0.26514956395188083,0.3284999501865408,-0.2812327676664967,-0.2812327676664967,-0.2812327676664967,-0.2812327676664967,-0.2812327676664967,0.016318288850557677,-0.2812327676664967,4.314111243863689,-0.2812327676664967,-0.2812327676664967,-0.2812327676664967,-0.2812327676664967,-0.2812327676664967,-0.2459703998253786,-0.23285119596710704,-0.2812327676664967,-0.25893234349196403
Solyc00g030510.3,1.0,SL3.0ch00,11653528,11653819,+,Pectin lyase-like superfamily protein (AHRD V3.3 *** AT3G07820.1)               ,-0.24129303621557624,-0.2411948761117341,-0.24138319668529104,-0.24098030710527443,-0.23987070586113327,-0.24138719538778208,-0.24137068015791568,-0.22645301554443803,-0.24140573720115677,-0.027682134128984504,4.354204026533284,-0.2413258456411765,-0.24140573720115677,-0.24140573720115677,-0.24138481973522277,-0.24140573720115677,-0.24137301281367401,-0.24130422589415987,-0.2401722892451369,-0.24140573720115677
Solyc00g032940.1,1.0,SL3.0ch00,11795925,11796153,+,Ubiquitin-like-specific protease ESD4 (AHRD V3.3 --* ESD4_ARATH)                ,-0.22941573387056186,-0.22941573387056186,-0.22941573387056186,-0.22941573387056186,-0.22941573387056186,-0.22941573387056186,-0.22941573387056186,-0.22941573387056186,-0.22941573387056186,-0.22941573387056186,4.358898943540676,-0.22941573387056186,-0.22941573387056186,-0.22941573387056186,-0.22941573387056186,-0.22941573387056186,-0.22941573387056186,-0.22941573387056186,-0.22941573387056186,-0.22941573387056186
Solyc00g040290.2,5.0,SL3.0ch00,12203609,12203879,-,HXXXD-type acyl-transferase family protein (AHRD V3.3 *** AT1G32910.1)               ,-0.33041788178856435,2.556433599954025,3.391088272240134,-0.33041788178856435,-0.33041788178856435,-0.33041788178856435,-0.33041788178856435,-0.33041788178856435,-0.33041788178856435,-0.33041788178856435,-0.33041788178856435,-0.33041788178856435,-0.33041788178856435,-0.33041788178856435,-0.33041788178856435,-0.33041788178856435,-0.33041788178856435,-0.33041788178856435,-0.33041788178856435,-0.33041788178856435
Solyc00g040390.2,5.0,SL3.0ch00,12205739,12206894,+,HXXXD-type acyl-transferase family protein (AHRD V3.3 *** AT1G32910.1)               ,-0.3308400934747634,2.591510417798324,3.363611264747418,-0.3308400934747634,-0.3308400934747634,-0.3308400934747634,-0.3308400934747634,-0.3308400934747634,-0.3308400934747634,-0.3308400934747634,-0.3308400934747634,-0.3308400934747634,-0.3308400934747634,-0.3308400934747634,-0.3308400934747634,-0.3308400934747634,-0.3308400934747634,-0.3308400934747634,-0.3308400934747634,-0.3308400934747634
Solyc00g042854.1,1.0,SL3.0ch00,12379037,12379504,+,Cytochrome P450 family protein (AHRD V3.3 *** B9HFW5_POPTR)               ,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,4.358898943540674,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618
Solyc00g044350.3,4.0,SL3.0ch00,12411577,12412047,+,"EPIDERMAL PATTERNING FACTOR-like protein (AHRD V3.3 *** ""AT5G10310.2),Pfam:PF17181""               ",-0.5771776630873331,-0.5771776630873331,-0.5771776630873331,-0.28919146681818064,-0.26338107942356664,0.29934178243296417,1.5944711387935333,2.220596213826432,2.9003720827368578,0.4214477569484423,-0.3581513230512226,-0.5281275468599905,-0.4785026406564553,-0.4853952923892828,-0.49388541169485206,-0.5263704177228307,-0.5771776630873331,-0.5501578175978501,-0.5771776630873331,-0.5771776630873331
Solyc00g048510.3,5.0,SL3.0ch00,12616466,12617057,+,Phloem protein 2 (AHRD V3.3 *** D0R6I7_MALDO)                ,2.8114519918746486,3.10283701302342,0.32530137341488935,-0.36192417741985605,-0.35903179167920457,-0.13175293467782664,-0.40301725951323963,-0.39430775169281956,-0.4067029682276333,-0.40269410723722343,-0.30341822363001103,-0.3394883494177135,-0.39831106695256596,-0.4030992233556012,-0.3962028971464317,-0.3870820477071934,-0.35253623195895545,-0.39548259400639413,-0.4031562038848065,-0.40138254980548216
Solyc00g049520.2,5.0,SL3.0ch00,12668526,12668662,-,LOW QUALITY:NAC domain protein 13 (AHRD V3.3 --* AT1G32870.2)              ,1.3228224251563594,3.574850467559146,0.8925282248284819,-0.35376812542738406,0.517834560305935,-0.09538612159905482,-0.3943162863421706,-0.18029085833936612,-0.6561904314075242,-0.41758304349659703,-0.3642326149070791,-0.3263026658080513,0.6646681312367898,-0.18042403941684018,-0.39972205887042056,-0.6494422505850357,-0.7206859276365047,-0.7373271442058754,-0.7497528540056884,-0.7472793870391206
Solyc00g057280.1,1.0,SL3.0ch00,13036803,13036904,-,LOW QUALITY:B3 domain-containing protein (AHRD V3.3 *-* W9S5V1_9ROSA)               ,-0.22941573387056177,-0.22941573387056177,-0.22941573387056177,-0.22941573387056177,-0.22941573387056177,-0.22941573387056177,-0.22941573387056177,-0.22941573387056177,-0.22941573387056177,-0.22941573387056177,4.358898943540674,-0.22941573387056177,-0.22941573387056177,-0.22941573387056177,-0.22941573387056177,-0.22941573387056177,-0.22941573387056177,-0.22941573387056177,-0.22941573387056177,-0.22941573387056177
Solyc00g063110.3,5.0,SL3.0ch00,13301447,13302234,-,Non-specific lipid-transfer protein (AHRD V3.3 *** A0A1D1ZJR4_9ARAE)                ,2.543708676664523,2.2488273777181003,2.3394001564383236,-0.42395054741219146,-0.4129431698245155,-0.33636661268152135,-0.4256197057787657,-0.4256197057787657,-0.4256197057787657,-0.4256197057787657,-0.4256197057787657,-0.4256197057787657,-0.4256197057787657,-0.4256197057787657,-0.4256197057787657,-0.4256197057787657,-0.4256197057787657,-0.4256197057787657,-0.4256197057787657,-0.4256197057787657
Solyc00g075030.3,1.0,SL3.0ch00,13811081,13811277,+,Retrovirus-related Pol polyprotein from transposon TNT 1-94 (AHRD V3.3 *-* A0A151T437_CAJCA)            ,0.11170597197842533,-0.1538023174284905,-0.2595784993219205,-0.18595033646933917,-0.16603924004270743,-0.056358731548918094,-0.32141980770312656,-0.24668867036547365,-0.20207990178169902,-0.3145040126157723,4.33325985760262,-0.37859065682443965,-0.3300752706967096,-0.29374596544929277,-0.31643109866674873,-0.29533483515086834,-0.236582747026362,-0.2339767610170877,-0.15444232389678017,-0.29936465357531017
Solyc00g090860.2,5.0,SL3.0ch00,14446055,14446495,-,LOW QUALITY:High affinity nitrate transporter protein (AHRD V3.3 *-* Q84MZ8_TOBAC)             ,-0.35532849358067686,1.323000032225328,3.936048986616203,-0.35532849358067686,-0.35532849358067686,0.7815353720299749,-0.35532849358067686,-0.35532849358067686,-0.35532849358067686,-0.35532849358067686,-0.35532849358067686,-0.35532849358067686,-0.35532849358067686,-0.35532849358067686,-0.35532849358067686,-0.35532849358067686,-0.35532849358067686,-0.35532849358067686,-0.35532849358067686,-0.35532849358067686
Solyc00g092900.2,2.0,SL3.0ch00,14527545,14527568,-,LOW QUALITY:D-3-phosphoglycerate dehydrogenase (AHRD V3.3 --* AT1G17745.1)                ,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,4.358898943540675,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618
Solyc00g100880.3,5.0,SL3.0ch00,14824354,14824981,+,LURP-one-like protein (AHRD V3.3 *** AT1G53875.1)                 ,1.8086110002315046,1.8950589259532464,3.2109819875779797,-0.42338972379016,-0.4161169656534262,-0.4045757117403455,-0.42338972379016,-0.42338972379016,-0.42338972379016,-0.3405962377476079,-0.3402023336162774,-0.42338972379016,-0.42338972379016,-0.42338972379016,-0.40216868870229383,-0.3537050146110158,-0.42338972379016,-0.42338972379016,-0.42338972379016,-0.42338972379016
Solyc00g101700.1,3.0,SL3.0ch00,14851569,14851790,-,LOW QUALITY:Protein kinase (AHRD V3.3 *-* A0A0K9PWT3_ZOSMR)                ,-0.2294157338705617,-0.2294157338705617,-0.2294157338705617,-0.2294157338705617,-0.2294157338705617,-0.2294157338705617,-0.2294157338705617,-0.2294157338705617,4.358898943540673,-0.2294157338705617,-0.2294157338705617,-0.2294157338705617,-0.2294157338705617,-0.2294157338705617,-0.2294157338705617,-0.2294157338705617,-0.2294157338705617,-0.2294157338705617,-0.2294157338705617,-0.2294157338705617
Solyc00g102400.3,5.0,SL3.0ch00,14875704,14878935,+,NBS-LRR resistance protein-like protein                   ,-0.05627808085954668,1.3843105440759031,3.935427887045516,-0.49809266940427843,0.12499096383282195,0.4100600640175373,-0.49809266940427843,-0.49809266940427843,-0.36451677328877496,-0.27393416053536235,-0.29244494308185265,-0.49809266940427843,-0.2625979538356215,-0.16528700046953193,-0.49809266940427843,-0.40165849413822885,-0.4385895651779663,-0.3941165711422441,-0.2726105036432729,-0.44229206577798236
Solyc00g104740.2,3.0,SL3.0ch00,14963106,14963757,+,LOW QUALITY:myb-like HTH transcriptional regulator family protein (AHRD V3.3 --* AT3G13040.3)            ,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,4.358898943540674,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618,-0.2294157338705618
Solyc00g108555.1,5.0,SL3.0ch00,15117945,15117950,-,"Chaperone protein ""DNAj,"" putative (AHRD V3.3 *** B9SSK0_RICCO)               ",1.2545244806689289,3.190246900848471,2.000546680237632,-0.5665618327968258,0.07909195371131128,0.5941101350216862,-0.5665618327968258,-0.3278083075847926,-0.23205436541962232,0.1028130106272887,-0.5665618327968258,-0.5665618327968258,-0.5665618327968258,-0.5665618327968258,-0.5665618327968258,-0.5665618327968258,-0.5665618327968258,-0.4292903273458201,-0.5665618327968258,-0.5665618327968258
Solyc00g112930.3,5.0,SL3.0ch00,15253781,15254586,-,"Alpha-n-acetylglucosaminidase, putative (AHRD V3.3 *-* B9R8Y6_RICCO)                 ",1.3178934280359467,3.166610505973872,2.006603631278375,-0.20121467852759772,-0.1503542444937167,-0.1323354721803357,-0.7227344807372323,-0.761947949899032,-0.582536807392711,-0.32032475244754693,-0.4198889704995813,-0.6003674430121734,-0.3412197341042181,0.3933225224437226,0.2543872389853938,-0.4811339807410179,-0.5376833092289443,-0.6163350354734378,-0.6763359808313363,-0.5944044871484299
Solyc00g134620.2,5.0,SL3.0ch00,15963754,15963948,-,"LOW QUALITY:HXXXD-type acyl-transferase family ""protein,"" putative (AHRD V3.3 *-* A0A061G9X2_THECC)             ",-0.3732391957291749,2.780865148137321,3.1474917481850455,-0.3732391957291749,-0.3732391957291749,-0.3732391957291749,-0.3732391957291749,-0.3732391957291749,-0.3732391957291749,-0.3732391957291749,-0.3732391957291749,-0.3732391957291749,-0.3732391957291749,-0.23343143249140466,0.27690166783583675,-0.3732391957291749,-0.3732391957291749,-0.3732391957291749,-0.3732391957291749,-0.3732391957291749
